,Extracted Area_JHB,Extracted Area_JHBCode,Extracted listing agency,Extracted listing agencyCode,Extracted Type,Extracted TypeCode,Extracted Available Month,Extracted Available MonthCode
1644,Mondeor,82, 2LetNow - JHB,2,Apartment,0,None,9
1645,Rosettenville,114, Landstar Property Solutions,76,Apartment,0,None,9
1646,Meredale,80, 2LetNow - JHB,2,Apartment,0,None,9
1647,Robertsham,110, 2LetNow - JHB,2,Apartment,0,None,9
1648,Alan Manor,1, 2LetNow - JHB,2,Apartment,0,None,9
1649,Bassonia,6, Pam Golding Properties - Alberton Rentals,101,Apartment,0,None,9
1650,Robertsham,110, Landstar Property Solutions,76,Apartment,0,None,9
1651,Houghton Estate,51, Pam Golding Properties - Hyde Park Letting,104,Apartment,0,None,9
1652,Auckland Park,5, Pam Golding Properties - Randburg Rentals,106,Apartment,0,None,9
1653,Sandringham,116, Pam Golding Properties - East Rand Rentals,102,Apartment,0,None,9
1654,Houghton Estate,51, Inorbit Property,64,Apartment,0,None,9
1655,Bassonia,6, Allegiance Properties b,9,Townhouse,2,None,9
1656,Liefde En Vrede,63, 2LetNow - JHB,2,Apartment,0,None,9
1657,Melrose Estate,77, GD Property,48,Apartment,0,None,9
1658,Houghton Estate,51, Rawson Properties Sandton Apartment Living,132,Apartment,0,None,9
1659,Glenvista,43, Allegiance Properties - JHB South,8,Townhouse,2,None,9
1660,Naturena,85, 2LetNow - JHB,2,Apartment,0,None,9
1661,Ridgeway,106, Chas Everitt Glenvista,22,Townhouse,2,None,9
1662,Bassonia,6, Allegiance Properties b,9,Townhouse,2,None,9
1663,Bosmont,15, RE/MAX Advantage,121,Apartment,0,None,9
1664,Robertsham,110, Landstar Property Solutions,76,Apartment,0,None,9
1665,Mondeor,82, 2LetNow - JHB,2,Apartment,0,None,9
1666,Houghton Estate,51, Power of 2 Realty,108,Apartment,0,None,9
1667,Glenhazel,41, Leapfrog JHB North East,77,Townhouse,2,None,9
1668,South Hills,119, 2LetNow - JHB,2,Apartment,0,None,9
1669,Melrose Arch,75, Vered Estates,163,Apartment,0,None,9
1670,Kensington,56, Pompa Realty Group Bedfordview,107,Townhouse,2,None,9
1671,Forest Hill,36, Lencar Exclusive Properties,78,Apartment,0,None,9
1672,Killarney,60, RE/MAX Advantage,121,Apartment,0,None,9
1673,Alveda,4, 2LetNow - JHB,2,Apartment,0,None,9
1674,Mulbarton,84, 2LetNow - JHB,2,Apartment,0,None,9
1675,Melrose Arch,75, The Property Collection,157,Apartment,0,None,9
1676,Oakdene,91, Landstar Property Solutions,76,Apartment,0,None,9
1677,Maboneng,70, Inorbit Property,64,Apartment,0,None,9
1678,Oakdene,91, Landstar Property Solutions,76,Apartment,0,None,9
1679,Mondeor,82, 2LetNow - JHB,2,Apartment,0,None,9
1680,None,88, washing machine and tumble dry b,169,None,1,None,9
1681,Parkview,101, Tyson Properties Fourways,161,Apartment,0,None,9
1682,Turffontein,128, Landstar Property Solutions,76,Apartment,0,None,9
1683,Naturena,85, 2LetNow - JHB,2,Apartment,0,None,9
1684,Melrose,74, Pam Golding Properties - Hyde Park Letting,104,Apartment,0,None,9
1685,Oakdene,91, Landstar Property Solutions,76,Apartment,0,None,9
1686,Observatory,93, Vered Estates,163,Apartment,0,None,9
1687,Saxonwold,118, Blue Living Properties,17,Apartment,0,None,9
1688,Killarney,60, Vered Estates,163,Apartment,0,None,9
1689,Oakdene,91, Chas Everitt Glenvista,22,Townhouse,2,None,9
1690,Glenvista,43, Rosie Viljoen Real Estate,139,Townhouse,2,None,9
1691,Saxonwold,118, Fine & Country - Fourways,44,Apartment,0,None,9
1692,Saxonwold,118, Reliable Realty,134,Apartment,0,None,9
1693,Craighall,23, Limestone Residential Properties,80,Townhouse,2,None,9
1694,Dunkeld West,28, Adrienne Hersch Properties,6,Apartment,0,None,9
1695,Bassonia,6, Chas Everitt Glenvista,22,Townhouse,2,None,9
1696,Melrose Arch,75, Pam Golding Properties - Melrose Arch Letting,105,Apartment,0,None,9
1697,Melrose Arch,75, Chas Everitt Hyde Park,23,Apartment,0,None,9
1698,Mondeor,82, 2LetNow - JHB,2,Apartment,0,None,9
1699,Alveda,4, 2LetNow - JHB,2,Apartment,0,None,9
1700,Melrose Arch,75, Pam Golding Properties - Melrose Arch Letting,105,Apartment,0,None,9
1701,Montgomery Park,83, Property Runners and Rent Runners Pty Ltd,109,Apartment,0,None,9
1702,New Doornfontein,86, AFHCO Africa Housing Company,3,Apartment,0,None,9
1703,Houghton Estate,51, Infinity Realty Group,63,Apartment,0,None,9
1704,Melrose Arch,75, Pam Golding Properties - Gauteng Projects,103,Apartment,0,None,9
1705,Melrose Arch,75, Pam Golding Properties - Melrose Arch Letting,105,Apartment,0,None,9
1706,Killarney,60, Pam Golding Properties - Hyde Park Letting,104,Apartment,0,None,9
1707,Johannesburg Central,53, AFHCO Africa Housing Company,3,Apartment,0,None,9
1708,Kibler Park,59, 2LetNow - JHB,2,Apartment,0,None,9
1709,Linksfield,64, GD Property,48,Apartment,0,None,9
1710,Killarney,60, Power of 2 Realty,108,Apartment,0,None,9
1711,Norwood,90, Blue Living Properties,17,Apartment,0,None,9
1712,Forest Hill,36, Landstar Property Solutions,76,Apartment,0,None,9
1713,Saxonwold,118, Pam Golding Properties - Hyde Park Letting,104,Apartment,0,None,9
1714,Kensington,56, Sherida Properties,152,Apartment,0,None,9
1715,Birdhaven,12, Blue Living Properties,17,Apartment,0,None,9
1716,Liefde En Vrede,63, 2LetNow - JHB,2,Apartment,0,None,9
1717,Mulbarton,84, Rosjo Properties,140,Apartment,0,None,9
1718,Rosebank,113, Pam Golding Properties - Hyde Park Letting,104,Apartment,0,None,9
1719,Sandringham,116, Leapfrog JHB North East,77,Townhouse,2,None,9
1720,Forest Town,37, Ennik Estates Johannesburg,37,Townhouse,2,None,9
1721,Johannesburg Central,53, AFHCO Africa Housing Company,3,Apartment,0,None,9
