,Extracted Bedrooms,Extracted area,Extracted Bathrooms,Extracted Area_JHB,Extracted listing agency,Extracted Type,Extracted Available Month,RandomForestRegressor,DecisionTreeRegressor,XGBRegressor,id
399,2.0,10986.0,1.0,30,41,0,7,8180.0,5500.0,9600.567,20192737.0
400,1.0,54.0,1.0,39,93,0,4,8842.97,7000.0,6609.828,20192738.0
401,1.0,0.0,1.0,41,52,0,7,6744.9,8750.0,7091.271,20192739.0
402,2.0,0.0,2.0,47,16,0,3,14851.0,15000.0,13392.231,20192741.0
403,2.0,35.0,0.0,72,1,1,9,5793.6,7000.0,4301.5005,20192742.0
404,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192744.0
405,1.0,0.0,1.0,41,3,0,5,5082.18,4038.0,3591.4329,20192746.0
406,1.0,45.0,1.0,13,57,0,4,6664.1,6000.0,9522.3955,20192747.0
407,3.0,0.0,3.0,56,100,2,10,21319.84,34000.0,21533.25,20192748.0
408,2.0,0.0,1.0,92,65,0,3,7591.7,12000.0,9354.089,20192750.0
409,2.0,0.0,1.0,4,89,0,3,5956.8,5500.0,6364.3135,20192751.0
410,2.0,70.0,1.0,5,72,2,2,6945.54,8000.0,6681.057,20192752.0
411,2.0,30.0,0.0,72,58,1,9,5238.045,6000.0,3432.5793,20192753.0
412,2.0,0.0,2.0,56,43,0,7,14031.0,11000.0,11009.486,20192754.0
413,2.0,0.0,1.0,4,89,0,3,5956.8,5500.0,6364.3135,20192757.0
414,1.0,0.0,1.0,14,83,0,7,4910.1,7000.0,6254.925,20192758.0
415,2.0,54.0,0.0,72,58,1,9,12213.75,14000.0,12474.771,20192759.0
416,1.0,0.0,1.0,94,100,0,3,8281.4,5500.0,7704.7646,20192763.0
417,1.0,0.0,1.0,41,35,0,0,7567.5,3850.0,5956.015,20192764.0
418,2.0,50.0,0.0,72,58,1,9,7407.485,4200.0,6128.516,20192765.0
419,1.0,0.0,1.0,98,40,0,1,9985.5,8500.0,9033.381,20192766.0
420,2.0,77.0,2.0,90,20,0,4,14916.5,8000.0,13889.877,20192767.0
421,3.0,154.0,2.5,90,20,0,4,21107.0,20000.0,16369.074,20192768.0
422,2.0,0.0,1.0,109,100,0,11,13029.5,17000.0,10019.219,20192769.0
423,2.0,0.0,1.0,69,83,0,7,5836.95,5000.0,6368.6426,20192771.0
424,1.0,0.0,1.0,13,52,0,3,7457.4,8750.0,10205.576,20192772.0
425,0.5,0.0,1.0,53,43,0,7,4975.85,3275.0,3810.1997,20192773.0
426,2.0,0.0,0.0,32,0,0,9,6327.55,6950.0,7261.449,20192774.0
427,4.0,529.0,4.0,27,20,0,10,53780.0,60000.0,57228.96,20192775.0
428,2.0,126.0,1.0,95,50,0,3,14592.0,13500.0,13672.862,20192776.0
429,1.0,0.0,1.0,26,52,0,4,6858.8,8750.0,7142.369,20192777.0
430,2.0,0.0,2.0,94,32,0,3,15816.0,17000.0,12930.525,20192778.0
431,3.0,0.0,2.5,28,30,0,4,22867.5,23000.0,22160.844,20192779.0
432,2.0,0.0,2.0,47,84,0,7,10411.49,39500.0,7816.429,20192780.0
433,2.0,40.0,0.0,72,1,1,9,5717.3,5625.0,4647.45,20192782.0
434,2.0,25.0,0.0,72,1,1,9,4065.7,3650.0,2407.197,20192783.0
435,2.0,0.0,2.0,94,32,0,5,16651.5,17000.0,14018.531,20192784.0
436,2.0,0.0,2.0,94,32,0,5,16651.5,17000.0,14018.531,20192785.0
437,1.0,0.0,1.0,13,86,0,2,3911.34,2160.0,7690.5205,20192787.0
438,0.5,284.0,1.0,45,96,0,4,19904.21,17000.0,20487.43,20192788.0
439,1.0,0.0,1.0,38,35,0,8,9275.0,16900.0,7203.532,20192789.0
440,1.0,30.0,1.0,18,103,0,0,5383.64,7500.0,6058.539,20192792.0
441,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192793.0
442,2.0,65.0,0.0,72,58,1,9,6632.0,5750.0,6215.3726,20192795.0
443,2.0,127.0,0.0,5,0,2,9,15185.5,12500.0,12085.806,20192796.0
444,1.0,83.0,1.0,38,93,0,7,10169.24,7800.0,6659.01,20192797.0
445,1.0,30.0,1.0,55,93,0,0,4560.645,6500.0,2608.9944,20192798.0
446,3.0,0.0,2.5,27,26,0,4,23217.4,23000.0,21414.81,20192799.0
447,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192800.0
448,2.0,69.0,0.0,72,58,1,9,9215.0,7800.0,7800.681,20192804.0
449,2.0,25.0,0.0,72,12,1,9,5644.55,3650.0,3637.9885,20192807.0
450,2.0,0.0,1.0,100,3,0,0,5537.76,4038.0,6552.0327,20192808.0
451,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192809.0
452,2.0,0.0,0.0,72,107,1,9,7915.745,6925.0,10152.079,20192810.0
453,2.0,72.0,0.0,63,0,2,9,7124.5,6800.0,6802.5195,20192811.0
454,2.0,0.0,0.0,104,0,2,9,5233.25,4700.0,5313.7993,20192814.0
455,1.0,40.0,1.0,4,55,0,10,8015.3,6000.0,7181.919,20192817.0
456,2.0,109.0,2.0,41,90,0,11,13559.4,9000.0,7102.06,20192818.0
457,1.0,0.0,1.0,53,51,0,4,5754.12,8750.0,4668.591,20192820.0
458,2.0,92.0,0.0,72,58,1,9,9911.0,7800.0,6674.8965,20192821.0
459,2.0,40.0,0.0,72,1,1,9,5717.3,5625.0,4647.45,20192822.0
460,3.0,0.0,2.0,80,56,0,0,13485.99,10500.0,9635.405,20192823.0
461,2.0,44.0,0.0,72,1,1,9,5652.2,5375.0,4655.7925,20192824.0
462,2.0,55.0,1.0,7,103,0,0,6436.7,6150.0,6691.1567,20192825.0
463,3.0,220870.0,2.0,5,50,2,3,11075.9,12500.0,9104.445,20192826.0
464,3.0,0.0,3.0,90,20,0,4,21025.4,22000.0,20838.889,20192828.0
465,0.5,0.0,1.0,43,53,0,0,4265.83,3275.0,5153.9097,20192829.0
466,1.0,54.0,1.0,39,87,0,4,8497.74,7000.0,6898.4346,20192831.0
467,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192833.0
468,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192835.0
469,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20192836.0
470,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192837.0
471,2.0,109.0,2.0,110,101,0,7,14947.87,10000.0,10931.438,20192839.0
472,1.0,42.0,1.0,7,103,0,0,6216.15,6000.0,6979.2075,20192840.0
473,1.0,40.0,1.0,55,80,0,8,6367.75,9000.0,3968.9827,20192841.0
474,2.0,26.0,0.0,72,58,1,9,5565.56,6000.0,2989.739,20192842.0
475,4.0,140.0,3.0,31,95,0,11,29995.0,10000.0,33983.258,20192843.0
476,1.0,49.0,1.0,7,93,0,7,5744.8,4000.0,5359.838,20192845.0
477,3.0,0.0,2.0,18,95,0,2,11264.91,13500.0,8611.618,20192846.0
478,1.0,51.0,1.0,7,103,0,0,6504.695,6100.0,5591.5435,20192848.0
479,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192850.0
480,1.0,60.0,1.0,95,93,0,4,6706.25,6300.0,5843.962,20192851.0
481,2.0,300.0,0.0,72,58,1,9,27583.0,49000.0,19559.986,20192852.0
482,2.0,115.0,0.0,72,58,1,9,18661.9,5800.0,14940.694,20192854.0
483,1.0,0.0,1.0,37,8,0,3,7531.02,6500.0,11429.831,20192855.0
484,3.0,0.0,1.0,1,38,2,7,7968.8,6120.0,7800.002,20192856.0
485,2.0,52.0,0.0,72,58,1,9,8300.955,6625.0,6509.047,20192857.0
486,2.0,71.0,0.0,72,58,1,9,8296.5,7800.0,7819.801,20192858.0
487,2.0,0.0,1.0,41,52,0,7,10014.4,8750.0,7879.0815,20192859.0
488,3.0,222.0,3.0,90,20,0,0,22153.9,20000.0,14955.851,20192861.0
489,1.0,40.0,1.0,7,93,0,4,5372.4,6000.0,4956.164,20192862.0
490,2.0,45.0,0.0,72,58,1,9,6675.0,5500.0,5419.911,20192864.0
491,2.0,0.0,1.0,100,3,0,8,5335.74,4995.0,8195.81,20192868.0
492,1.0,33.0,1.0,53,103,0,0,4852.065,7500.0,4940.3755,20192869.0
493,2.0,63.0,0.0,72,58,1,9,7265.25,6800.0,6069.9507,20192873.0
494,2.0,45.0,0.0,72,58,1,9,6675.0,5500.0,5419.911,20192874.0
495,1.0,42.0,1.0,39,83,0,7,5536.35,6000.0,4872.365,20192875.0
496,2.0,88.0,1.0,58,40,0,10,10586.0,7400.0,7579.311,20192877.0
497,2.0,35.0,0.0,72,1,1,9,5793.6,7000.0,4301.5005,20192878.0
498,2.0,110.0,0.0,72,58,1,9,15378.7,1790.0,19709.469,20192879.0
499,2.0,45.0,1.0,55,103,0,0,6325.55,5500.0,6200.901,20192880.0
500,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192881.0
501,2.0,70.0,2.0,55,80,0,8,12457.99,9000.0,9003.752,20192882.0
502,2.0,0.0,2.0,75,36,0,7,18492.5,22500.0,26991.773,20192885.0
503,2.0,0.0,2.0,19,42,0,7,16511.99,14000.0,13550.899,20192886.0
504,2.0,45.0,0.0,72,1,1,9,5621.2,5500.0,4655.7925,20192887.0
505,1.0,32.0,1.0,15,93,0,7,5416.8,6500.0,4461.518,20192889.0
506,1.0,0.0,1.0,55,35,0,0,6305.76,3850.0,4424.4854,20192891.0
507,1.0,60.0,1.0,7,93,0,4,6398.5,8000.0,5059.263,20192893.0
508,2.0,159.0,0.0,72,58,1,9,23164.0,5800.0,30266.043,20192895.0
509,2.0,25.0,0.0,72,1,1,9,4065.7,3650.0,2407.197,20192899.0
510,2.0,27.0,0.0,72,1,1,9,4293.4,3650.0,3357.7878,20192900.0
511,2.0,103.0,2.0,27,69,2,4,16322.0,16000.0,19653.654,20192901.0
512,1.0,0.0,1.0,57,33,0,10,10142.44,9750.0,8700.812,20192902.0
513,1.0,0.0,1.0,111,89,2,3,7073.18,9700.0,5578.182,20192903.0
514,2.0,105.0,1.0,7,93,0,7,8752.32,8500.0,7024.641,20192904.0
515,1.0,0.0,1.0,94,100,0,3,8281.4,5500.0,7704.7646,20192905.0
516,2.0,0.0,1.0,59,100,2,7,11272.0,3700.0,9925.172,20192906.0
517,1.0,40.0,1.0,68,103,0,0,5680.2,9000.0,5599.7393,20192907.0
518,1.0,0.0,1.0,79,83,0,0,7641.45,7500.0,6548.561,20192908.0
519,1.0,0.0,1.0,55,22,0,12,7298.96,5000.0,4502.5815,20192912.0
520,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20192913.0
521,2.0,0.0,2.0,94,94,0,7,12364.79,10000.0,9431.886,20192914.0
522,2.0,35.0,0.0,72,58,1,9,5749.265,6000.0,3680.9243,20192915.0
523,3.0,211.0,2.0,94,43,2,7,16535.76,17500.0,16010.059,20192916.0
524,3.0,0.0,1.0,4,89,2,3,7347.9,8000.0,5919.9937,20192917.0
525,3.0,0.0,2.0,75,40,0,0,15235.0,15000.0,18481.943,20192918.0
526,1.0,0.0,1.0,55,35,0,0,6305.76,3850.0,4424.4854,20192919.0
527,2.0,0.0,1.0,61,39,0,8,10681.0,5500.0,8018.039,20192920.0
528,2.0,108.0,0.0,72,58,1,9,11486.3,1790.0,12624.092,20192922.0
529,2.0,140.0,0.0,72,58,1,9,15387.0,5800.0,12768.343,20192923.0
530,1.0,30.0,1.0,41,103,0,0,5005.45,7500.0,4990.4116,20192924.0
531,2.0,500.0,0.0,72,1,1,9,8076.75,2500.0,1570.7444,20192925.0
532,2.0,0.0,2.0,94,36,0,10,18543.5,17000.0,16861.701,20192926.0
533,1.0,133.0,1.0,41,11,0,12,17773.5,12000.0,13506.317,20192927.0
534,1.0,0.0,1.0,4,89,0,3,5454.8,5500.0,5390.293,20192928.0
535,2.0,0.0,2.0,57,26,0,4,16388.5,22500.0,16234.805,20192929.0
536,0.5,0.0,1.0,38,35,0,7,4779.82,3275.0,6520.5884,20192931.0
537,2.0,90.0,2.0,45,41,2,7,16267.0,16000.0,15642.022,20192932.0
538,2.0,69.0,0.0,72,58,1,9,9215.0,7800.0,7800.681,20192933.0
539,0.5,0.0,1.0,7,35,0,3,5445.12,3200.0,5671.575,20192934.0
540,2.0,84.0,2.0,94,75,0,4,14095.0,10000.0,12086.384,20192935.0
541,2.0,24.0,0.0,72,58,1,9,5385.65,6000.0,2871.1594,20192936.0
542,2.0,103.0,2.0,27,36,0,3,19364.0,17000.0,21565.727,20192937.0
543,0.5,0.0,1.0,38,52,0,7,4277.34,3275.0,6235.848,20192938.0
544,1.0,0.0,1.0,4,89,0,3,5454.8,5500.0,5390.293,20192939.0
545,2.0,41.0,0.0,72,1,1,9,5700.5,5800.0,4630.4106,20192940.0
546,2.0,0.0,1.0,94,100,0,7,10407.45,3700.0,9005.003,20192941.0
547,2.0,70.0,2.0,55,80,0,8,12457.99,9000.0,9003.752,20192942.0
548,2.0,162.0,2.0,47,46,0,3,17743.99,11500.0,13515.47,20192943.0
549,2.0,120.0,2.5,28,16,0,3,22877.8,23000.0,22494.348,20192944.0
550,2.0,30.0,0.0,72,58,1,9,5238.045,6000.0,3432.5793,20192945.0
551,3.0,0.0,2.0,27,43,0,7,20348.0,25000.0,22059.379,20192947.0
552,2.0,82.0,2.0,86,69,0,10,13950.5,10000.0,12290.359,20192948.0
553,1.0,30.0,1.0,18,103,0,0,5383.64,7500.0,6058.539,20192949.0
554,2.0,1.0,0.0,72,58,1,9,7459.09,2950.0,4896.206,20192951.0
555,0.5,0.0,1.0,40,52,0,0,4380.83,3275.0,5771.2104,20192952.0
556,2.0,0.0,0.0,42,0,0,9,6020.65,6950.0,6580.464,20192953.0
557,3.0,80.0,2.0,74,72,2,2,11637.5,8000.0,12203.436,20192954.0
558,2.0,108.0,0.0,72,58,1,9,11486.3,1790.0,12624.092,20192956.0
559,1.0,0.0,1.0,4,89,0,3,5454.8,5500.0,5390.293,20192957.0
560,2.0,85.0,2.0,39,25,0,8,16991.5,12500.0,13154.747,20192958.0
561,2.0,30.0,0.0,72,58,1,9,5238.045,6000.0,3432.5793,20192959.0
562,1.0,50.0,1.0,53,83,0,7,5975.5,4000.0,5051.1455,20192960.0
563,1.0,38.0,1.0,97,93,0,0,5308.54,5500.0,4844.926,20192961.0
564,2.0,82.0,0.0,96,0,0,9,7321.9,8000.0,7090.8794,20192963.0
565,2.0,0.0,2.0,22,34,0,2,16168.5,8000.0,14199.316,20192968.0
566,2.0,0.0,2.0,4,66,0,3,13465.49,7500.0,11471.171,20192969.0
567,2.0,28.0,0.0,72,58,1,9,6147.46,6000.0,3896.8523,20192974.0
568,2.0,88.0,2.0,41,90,0,11,13351.4,9000.0,8029.5874,20192975.0
569,2.0,0.0,1.0,101,3,0,8,5358.04,4995.0,8107.48,20192977.0
570,2.0,0.0,1.0,109,43,0,0,8353.5,11000.0,6726.6553,20192979.0
571,2.0,35.0,0.0,72,58,1,9,5749.265,6000.0,3680.9243,20192980.0
572,1.0,0.0,1.0,103,83,0,4,6919.62,5000.0,9399.71,20192981.0
573,2.0,0.0,1.0,100,3,0,8,5335.74,4995.0,8195.81,20192983.0
574,2.0,0.0,0.0,72,109,1,9,7735.745,6925.0,7432.508,20192984.0
575,2.0,43.0,0.0,100,0,0,9,5292.8,4500.0,5999.06,20192985.0
576,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192986.0
577,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192987.0
578,1.0,30.0,1.0,18,103,0,0,5383.64,7500.0,6058.539,20192988.0
579,1.0,60.0,1.0,4,55,0,10,8551.58,12500.0,7799.644,20192991.0
580,2.0,30.0,0.0,72,1,1,9,4662.7,4500.0,3155.7756,20192992.0
581,2.0,45.0,0.0,100,0,2,9,5452.65,4500.0,5929.4233,20192993.0
582,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192994.0
583,2.0,0.0,1.0,87,52,0,3,7941.0,8750.0,7704.0635,20192996.0
584,2.0,0.0,1.0,52,7,2,8,7725.56,9000.0,6347.8813,20192998.0
585,1.0,0.0,1.0,41,52,0,0,7229.2,8750.0,6577.5386,20193000.0
586,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193001.0
587,2.0,80.0,0.0,72,1,1,9,7746.0,8000.0,6436.2617,20193002.0
588,2.0,0.0,2.0,28,36,0,4,24052.5,30000.0,25715.555,20193003.0
589,2.0,0.0,1.0,94,75,0,4,6718.3,4800.0,7156.529,20193004.0
590,1.0,30.0,1.0,38,103,0,0,4986.51,7500.0,4809.3457,20193005.0
591,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193007.0
592,2.0,115.0,2.0,76,41,0,12,22653.0,9900.0,35049.832,20193009.0
593,2.0,0.0,2.0,39,20,0,4,18417.5,15000.0,17779.506,20193010.0
594,0.5,0.0,1.0,38,52,0,7,4277.34,3275.0,6235.848,20193011.0
595,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193012.0
596,2.0,0.0,2.0,9,20,0,11,16876.96,7500.0,18438.357,20193013.0
