,Extracted Area_JHB,Extracted Area_JHBCode,Extracted listing agency,Extracted listing agencyCode,Extracted Type,Extracted TypeCode,Extracted Available Month,Extracted Available MonthCode
499,Marshalltown,55, iThemba Property,103,Apartment,0,April,0
500,None,72, None,58,None,1,None,9
501,Marshalltown,55, Redcon Property Management,80,Apartment,0,May,8
502,Oaklands,75, Frankie Bell's Real Estate,36,Apartment,0,March,7
503,Claremont,19, Jawitz Constantia,42,Apartment,0,March,7
504,None,72,  ,1,None,1,None,9
505,Braampark,15, Trafalgar Property Management,93,Apartment,0,March,7
506,Marshalltown,55, Framework Property Services,35,Apartment,0,April,0
507,Berea,7, Trafalgar Property Management,93,Apartment,0,January,4
508,None,72, None,58,None,1,None,9
509,None,72,  ,1,None,1,None,9
510,None,72,  ,1,None,1,None,9
511,Dunkeld,27, Property.CoZa - Randburg,69,Townhouse,2,January,4
512,Melrose Arch,57, Ezyprop,33,Apartment,0,November,10
513,Westdene,111, Skye Letting,89,Townhouse,2,February,3
514,Berea,7, Trafalgar Property Management,93,Apartment,0,March,7
515,Rosebank,94, You Realty,100,Apartment,0,February,3
516,Melrose North,59, You Realty,100,Townhouse,2,March,7
517,New Doornfontein,68, iThemba Property,103,Apartment,0,April,0
518,Orchards,79, Rental,83,Apartment,0,April,0
519,Marshalltown,55, Chorus Letting,22,Apartment,0,September,12
520,None,72, None,58,None,1,None,9
