,Extracted Area_JHB,Extracted Area_JHBCode,Extracted listing agency,Extracted listing agencyCode,Extracted Type,Extracted TypeCode,Extracted Available Month,Extracted Available MonthCode
521,Rosebank,94, Tyson Properties Fourways,94,Apartment,0,March,7
522,None,72, None,58,None,1,None,9
523,Rosebank,94, Jawitz Johannesburg North,43,Townhouse,2,March,7
524,Auckland Park,4, Skye Letting,89,Townhouse,2,February,3
525,Oaklands,75, Infinite Property Network Dynamyx,40,Apartment,0,April,0
526,Marshalltown,55, Framework Property Services,35,Apartment,0,April,0
527,Meredale,61, IHS Property Management,39,Apartment,0,May,8
528,None,72, None,58,None,1,None,9
529,None,72, None,58,None,1,None,9
530,Johannesburg Central,41, iThemba Property,103,Apartment,0,April,0
531,None,72,  ,1,None,1,None,9
532,Rosebank,94, Frankie Bell's Real Estate,36,Apartment,0,November,10
533,Johannesburg Central,41, B-Sure Properties - Bedfordview,11,Apartment,0,September,12
534,Auckland Park,4, Skye Letting,89,Apartment,0,February,3
535,Melrose Arch,57, Dogon Group Sandton,26,Apartment,0,January,4
536,Hillbrow,38, Framework Property Services,35,Apartment,0,March,7
537,Kensington,45, Jawitz Bedfordview,41,Townhouse,2,March,7
538,None,72, None,58,None,1,None,9
539,Berea,7, Framework Property Services,35,Apartment,0,February,3
540,Rosebank,94, RE/MAX Advantage,75,Apartment,0,January,4
541,None,72, None,58,None,1,None,9
542,Dunkeld,27, Frankie Bell's Real Estate,36,Apartment,0,February,3
543,Hillbrow,38, Mafadi Property Management Office,52,Apartment,0,March,7
544,Auckland Park,4, Skye Letting,89,Apartment,0,February,3
545,None,72,  ,1,None,1,None,9
546,Rosebank,94, You Realty,100,Apartment,0,March,7
547,Marshalltown,55, Redcon Property Management,80,Apartment,0,May,8
548,Killarney,47, Key Location,46,Apartment,0,February,3
549,Dunkeld West,28, CP Inc Realtors,16,Apartment,0,February,3
550,None,72, None,58,None,1,None,9
551,Dunkeld,27, Jawitz Johannesburg North,43,Apartment,0,March,7
552,Parkwood,86, Property.CoZa - Randburg,69,Apartment,0,November,10
553,City & Suburban,18, iThemba Property,103,Apartment,0,April,0
554,None,72, None,58,None,1,None,9
555,Jeppestown,40, Mafadi Property Management Office,52,Apartment,0,April,0
556,"Johannesburg Central - Johannesburg; RE/MAX, Superior",42, ,0,Apartment,0,None,9
557,Oakdene,74, PropertyCloud,72,Townhouse,2,December,2
558,None,72, None,58,None,1,None,9
559,Auckland Park,4, Skye Letting,89,Apartment,0,February,3
560,Houghton Estate,39, Debro Estates,25,Apartment,0,May,8
561,None,72, None,58,None,1,None,9
562,Maboneng,53, Rental,83,Apartment,0,March,7
563,Rossmore,97, Trafalgar Property Management,93,Apartment,0,April,0
564,"Rosettenville - Johannesburg; RE/MAX, Superior",96, ,0,Apartment,0,None,9
565,Craighall,22, Firzt Realty Company Firzt Realty Company,34,Apartment,0,December,2
566,Auckland Park,4, Property Runners and Rent Runners Pty Ltd,66,Apartment,0,February,3
567,None,72, None,58,None,1,None,9
568,Johannesburg Central,41, Sotheby's International Realty - Craighall,90,Apartment,0,October,11
569,Steeledale,101, AFHCO Africa Housing Company,3,Apartment,0,May,8
570,Waverley,109, Jawitz Johannesburg North,43,Apartment,0,April,0
571,None,72, None,58,None,1,None,9
572,The Gardens,103, Rental,83,Apartment,0,January,4
573,South Hills,100, AFHCO Africa Housing Company,3,Apartment,0,May,8
574,None,72,Apartment / flat to rent in Johannesburg Central - Johannesburg,109,None,1,None,9
575,South Hills,100, ,0,Apartment,0,None,9
576,None,72, None,58,None,1,None,9
577,None,72, None,58,None,1,None,9
578,City & Suburban,18, iThemba Property,103,Apartment,0,April,0
579,Auckland Park,4, National Letting - Johannesburg,55,Apartment,0,November,10
580,None,72,  ,1,None,1,None,9
581,South Hills,100, ,0,Townhouse,2,None,9
582,None,72, None,58,None,1,None,9
583,Regents Park,87, Mafadi Property Management Office,52,Apartment,0,February,3
584,Linmeyer,52, Alpha Rentals,7,Townhouse,2,May,8
585,Johannesburg Central,41, Mafadi Property Management Office,52,Apartment,0,April,0
586,None,72, None,58,None,1,None,9
587,None,72,  ,1,None,1,None,9
588,Dunkeld West,28, Frankie Bell's Real Estate,36,Apartment,0,January,4
589,Rosebank,94, RE/MAX Advantage,75,Apartment,0,January,4
590,Hillbrow,38, iThemba Property,103,Apartment,0,April,0
591,None,72, None,58,None,1,None,9
592,Observatory,76, Jawitz Bedfordview,41,Apartment,0,September,12
593,Houghton Estate,39, Chas Everitt Hyde Park,20,Apartment,0,January,4
594,Hillbrow,38, Mafadi Property Management Office,52,Apartment,0,March,7
595,None,72, None,58,None,1,None,9
596,Birdhaven,9, Chas Everitt Hyde Park,20,Apartment,0,October,11
597,None,72, None,58,None,1,None,9
598,None,72,  ,1,None,1,None,9
599,Rosebank,94, You Realty,100,Apartment,0,February,3
600,"Roodepoort - Johannesburg; RE/MAX, Superior",93, ,0,Townhouse,2,None,9
601,Observatory,76, Rental,83,Apartment,0,March,7
602,None,72, None,58,None,1,None,9
603,None,72,Apartment / flat to rent in Fairvale - Johannesburg,106,None,1,None,9
604,Rosebank,94, Chas Everitt Hyde Park,20,Townhouse,2,October,11
605,Johannesburg Central,41, B-Sure Properties - Bedfordview,11,Apartment,0,April,0
606,Dunkeld,27, Firzt Realty Company Firzt Realty Company,34,Apartment,0,December,2
607,Braamfontein,13, Mafadi Property Management Office,52,Apartment,0,January,4
608,Melrose North,59, Chas Everitt Hyde Park,20,Townhouse,2,December,2
609,None,72,  ,1,None,1,None,9
610,Maboneng,53, Lukhanyo Property,51,Apartment,0,January,4
611,None,72,  ,1,None,1,None,9
612,Waverley,109, Chas Everitt Hyde Park,20,Apartment,0,January,4
613,None,72, None,58,None,1,None,9
614,Killarney,47, RE/MAX Advantage,75,Apartment,0,January,4
615,Berea,7, Trafalgar Property Management,93,Apartment,0,March,7
616,None,72,  ,1,None,1,None,9
617,None,72,  ,1,None,1,None,9
618,None,72, None,58,None,1,None,9
619,None,72, None,58,None,1,None,9
620,"Rosettenville - Johannesburg; RE/MAX, Superior",96, ,0,Apartment,0,None,9
621,None,72, None,58,None,1,None,9
622,Rosebank,94, Chas Everitt Hyde Park,20,Apartment,0,November,10
623,None,72, None,58,None,1,None,9
624,"Mondeor - Johannesburg; RE/MAX, Superior",64, ,0,Townhouse,2,None,9
625,None,72, None,58,None,1,None,9
626,None,72, Beds,12,None,1,None,9
627,Auckland Park,4, Sotheby's International Realty - Craighall,90,Apartment,0,October,11
628,Auckland Park,4, Rental,83,Apartment,0,February,3
629,Doornfontein,26, Mafadi Property Management Office,52,Apartment,0,April,0
630,None,72, None,58,None,1,None,9
631,Braamfontein,13, Nkosi Property Group Office,57,Apartment,0,August,1
632,Rosebank,94, Engel & Volkers Hyde Park,30,Apartment,0,May,8
633,None,72, None,58,None,1,None,9
634,None,72,Apartment / flat to rent in Glenhazel - Johannesburg,108,None,1,None,9
635,Johannesburg Central,41, Mafadi Property Management Office,52,Apartment,0,March,7
636,"Johannesburg Central - Johannesburg; RE/MAX, Superior",42, ,0,Apartment,0,None,9
637,None,72,  ,1,None,1,None,9
638,Yeoville,114, Trafalgar Property Management,93,Apartment,0,February,3
639,Norwood,73, You Realty,100,Townhouse,2,January,4
640,Rosebank,94, Frankie Bell's Real Estate,36,Apartment,0,April,0
641,Berea,7, Mafadi Property Management Office,52,Apartment,0,March,7
642,None,72, None,58,None,1,None,9
643,None,72, None,58,None,1,None,9
644,None,72,  ,1,None,1,None,9
645,None,72, None,58,None,1,None,9
646,None,72, None,58,None,1,None,9
647,Melrose,56, Jawitz Johannesburg North,43,Townhouse,2,March,7
648,Auckland Park,4, National Letting - Johannesburg,55,Apartment,0,November,10
649,New Doornfontein,68, iThemba Property,103,Apartment,0,April,0
650,None,72, None,58,None,1,None,9
651,Johannesburg Central,41, Chorus Letting,22,Apartment,0,September,12
652,Rosebank,94, Infinite Property Network Dynamyx,40,Apartment,0,September,12
653,Braamfontein Werf,14, National Letting - Johannesburg,55,Apartment,0,November,10
654,None,72,  ,1,None,1,None,9
655,Rosebank,94, Chas Everitt Hyde Park,20,Apartment,0,October,11
656,Auckland Park,4, Skye Letting,89,Apartment,0,December,2
657,None,72,None,114,None,1,None,9
658,Houghton Estate,39, Amour Properties,8,Apartment,0,None,9
659,Oaklands,75, RE/MAX Masters - Bryanston,77,Townhouse,2,None,9
660,Waverley,109, Blue Living Properties,13,Apartment,0,None,9
661,Killarney,47, Leapfrog JHB North East,48,Apartment,0,None,9
662,Braamfontein,13, Nkosi Property Group Office,57,Apartment,0,None,9
663,Melrose Arch,57, Chas Everitt Hyde Park,20,Apartment,0,None,9
664,Naturena,67, 2LetNow - JHB,2,Apartment,0,None,9
665,Houghton Estate,39, Chas Everitt Hyde Park,20,Apartment,0,None,9
666,Sandringham,98, Leapfrog JHB North East,48,Townhouse,2,None,9
667,Melrose Arch,57, Pam Golding Properties - Melrose Arch Letting,64,Apartment,0,None,9
668,Bassonia,5, Landstar Property Solutions,47,Apartment,0,None,9
669,Braamfontein,13, Nkosi Property Group Office,57,Apartment,0,None,9
670,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
671,Braamfontein,13, Nkosi Property Group Office,57,Apartment,0,None,9
672,Glenvista,35, Pam Golding Properties - Johannesburg South Rentals,63,Townhouse,2,None,9
673,Alan Manor,1, 2LetNow - JHB,2,Apartment,0,None,9
674,Parktown,83, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
675,Houghton Estate,39, CP Inc Realtors,16,Apartment,0,None,9
676,Oakdene,74, Leapfrog Pretoria East,49,Apartment,0,None,9
677,Coronationville,21, RE/MAX Town and Country,78,Apartment,0,None,9
678,Newtown,71, Arthouse Properties,9,Apartment,0,None,9
679,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
680,Victoria,107, Amour Properties,8,Apartment,0,None,9
681,Auckland Park,4, EA Properties,28,Apartment,0,None,9
682,Craighall Park,23, Ennik Estates Johannesburg,31,Apartment,0,None,9
683,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
684,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
685,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
686,Alveda,3, 2LetNow - JHB,2,Apartment,0,None,9
687,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
688,Houghton Estate,39, Leapfrog JHB North East,48,Apartment,0,None,9
689,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
690,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
691,Dunkeld West,28, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
692,Bramley,16, RE/MAX Advantage,75,Apartment,0,None,9
693,Craighall,22, Rent - A - Property,82,Apartment,0,None,9
694,Meredale,61, 2LetNow - JHB,2,Apartment,0,None,9
695,Alveda,3, 2LetNow - JHB,2,Apartment,0,None,9
696,Melrose,56, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
697,Linksfield,51, Leapfrog JHB North East,48,Apartment,0,None,9
698,Melrose North,59, Blue Living Properties,13,Apartment,0,None,9
699,Naturena,67, 2LetNow - JHB,2,Apartment,0,None,9
700,Eltonhill,29, Tyson Properties Fourways,94,Apartment,0,None,9
701,Killarney,47, Blue Living Properties,13,Apartment,0,None,9
702,Houghton Estate,39, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
703,Naturena,67, 2LetNow - JHB,2,Apartment,0,None,9
704,Winchester Hills,113, Landstar Property Solutions,47,Apartment,0,None,9
705,Ormonde,80, NV Homes,54,Apartment,0,None,9
706,Killarney,47, RE/MAX Advantage,75,Apartment,0,None,9
707,Melrose Arch,57, Chas Everitt Hyde Park,20,Apartment,0,None,9
708,Alveda,3, 2LetNow - JHB,2,Apartment,0,None,9
709,Dunkeld West,28, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
710,Parktown,83, National Letting - Johannesburg,55,Apartment,0,None,9
711,Melrose,56, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
712,Houghton Estate,39, Zareena Kara Properties,101,Apartment,0,None,9
713,Parktown,83, Clipper Properties,23,Apartment,0,None,9
714,Craighall Park,23, Blue Living Properties,13,Apartment,0,None,9
715,Auckland Park,4, National Letting - Johannesburg,55,Apartment,0,None,9
716,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
717,Devland,25, Chas Everitt Soweto,21,Apartment,0,None,9
718,Kenilworth,44, Landstar Property Solutions,47,Apartment,0,None,9
719,Joubert Park,43, Mamela Estates,53,Apartment,0,None,9
720,Park Central,81, Rowcor Properties Eleanor Jacobs,84,Apartment,0,None,9
721,Rosebank,94, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
722,Houghton Estate,39, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
723,Dunkeld,27, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
724,Alan Manor,1, Landstar Property Solutions,47,Apartment,0,None,9
725,Norwood,73, Zulberg Estates,102,Apartment,0,None,9
726,Melrose North,59, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
727,Robertsham,91, Landstar Property Solutions,47,Apartment,0,None,9
728,Oakdene,74, Landstar Property Solutions,47,Apartment,0,None,9
729,Kibler Park,46, 2LetNow - JHB,2,Apartment,0,None,9
730,Killarney,47, Blue Living Properties,13,Apartment,0,None,9
731,Booysens,11, Landstar Property Solutions,47,Apartment,0,None,9
732,Kensington,45, Wanda Bollo Estates,98,Apartment,0,None,9
733,Killarney,47, RE/MAX Advantage,75,Apartment,0,None,9
734,Killarney,47, Ennik Estates Johannesburg,31,Apartment,0,None,9
735,Kibler Park,46, 2LetNow - JHB,2,Apartment,0,None,9
736,Melrose Estate,58, Blue Living Properties,13,Apartment,0,None,9
737,Dunkeld,27, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
738,Whitney Gardens,112, O-Yes Properties,59,Townhouse,2,None,9
739,Melrose,56, DBS Realtors,24,Apartment,0,None,9
740,Johannesburg Central,41, Johannesburg Housing Company,44,Townhouse,2,None,9
741,Johannesburg Central,41, AFHCO Africa Housing Company,3,Apartment,0,None,9
742,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
743,Booysens,11, Landstar Property Solutions,47,Apartment,0,None,9
744,Turffontein,105, Landstar Property Solutions,47,Apartment,0,None,9
745,Turffontein,105, Landstar Property Solutions,47,Apartment,0,None,9
746,Johannesburg Central,41, AFHCO Africa Housing Company,3,Apartment,0,None,9
747,Melrose,56, DBS Realtors,24,Apartment,0,None,9
748,Alveda,3, 2LetNow - JHB,2,Apartment,0,None,9
749,Melrose Estate,58, Blue Living Properties,13,Apartment,0,None,9
750,Jeppestown,40, Johannesburg Housing Company,44,Townhouse,2,None,9
751,Killarney,47, Clipper Properties,23,Apartment,0,None,9
752,Booysens,11, Landstar Property Solutions,47,Apartment,0,None,9
753,Johannesburg Central,41, 2LetNow - JHB,2,Apartment,0,None,9
754,Glenanda,33, RE/MAX Advantage,75,Apartment,0,None,9
755,Craighall Park,23, Rowcor Properties Eleanor Jacobs,84,Apartment,0,None,9
756,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
757,Braamfontein,13, AFHCO Africa Housing Company,3,Apartment,0,None,9
758,Orchards,79, Adrienne Hersch Properties,4,Townhouse,2,None,9
759,Glenhazel,34, Pam Golding Properties - East Rand Rentals,60,Apartment,0,None,9
760,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
761,Johannesburg Central,41, AFHCO Africa Housing Company,3,Apartment,0,None,9
762,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
763,Killarney,47, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
764,Booysens,11, Landstar Property Solutions,47,Apartment,0,None,9
765,Booysens,11, Landstar Property Solutions,47,Apartment,0,None,9
766,Houghton Estate,39, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
767,Houghton Estate,39, Amour Properties,8,Apartment,0,None,9
768,Houghton Estate,39, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
769,Houghton Estate,39, Alan Becker Properties,5,Apartment,0,None,9
770,Eltonhill,29, Rowcor Properties Eleanor Jacobs,84,Apartment,0,None,9
771,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
772,Turffontein,105, Landstar Property Solutions,47,Apartment,0,None,9
773,Riviera,90, Rowcor Properties Eleanor Jacobs,84,Townhouse,2,None,9
774,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
775,Rosebank,94, Blue Living Properties,13,Apartment,0,None,9
776,Braamfontein,13, Nkosi Property Group Office,57,Apartment,0,None,9
777,Winchester Hills,113, Landstar Property Solutions,47,Apartment,0,None,9
778,Melrose Arch,57, Vered Estates,97,Apartment,0,None,9
779,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
780,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
781,Johannesburg Central,41, AFHCO Africa Housing Company,3,Apartment,0,None,9
782,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
783,Killarney,47, National Letting - Johannesburg,55,Apartment,0,None,9
784,Fordsburg,31, Johannesburg Housing Company,44,Townhouse,2,None,9
785,Auckland Park,4, National Letting - Johannesburg,55,Apartment,0,None,9
786,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
787,Oaklands,75, Engel & Volkers Hyde Park,30,Apartment,0,None,9
788,Dunkeld West,28, Adrienne Hersch Properties,4,Townhouse,2,None,9
789,Mulbarton,66, Chas Everitt Glenvista,19,Townhouse,2,None,9
790,Linmeyer,52, Landstar Property Solutions,47,Apartment,0,None,9
791,Linmeyer,52, Landstar Property Solutions,47,Apartment,0,None,9
792,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
793,Glenvista,35, Landstar Property Solutions,47,Apartment,0,None,9
794,Haddon,36, Landstar Property Solutions,47,Apartment,0,None,9
795,Braamfontein,13, RE/MAX Advantage,75,Apartment,0,None,9
796,Braamfontein,13, Rental,83,Apartment,0,None,9
797,Turffontein,105, Landstar Property Solutions,47,Apartment,0,None,9
798,Melrose Arch,57, Pam Golding Properties - Melrose Arch Letting,64,Apartment,0,None,9
799,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
800,Craighall Park,23, O-Yes Properties,59,Apartment,0,None,9
801,Rosebank,94, Chas Everitt Hyde Park,20,Apartment,0,None,9
802,Bramley,16, Engel & Volkers Hyde Park,30,Apartment,0,None,9
803,Melrose Arch,57, Engel & Volkers Bryanston & Sandton,29,Townhouse,2,None,9
804,Orange Grove,78, Amour Properties,8,Apartment,0,None,9
805,Melrose,56, DBS Realtors,24,Apartment,0,None,9
806,Jeppestown,40, Engel & Volkers Hyde Park,30,Apartment,0,None,9
807,Melrose Arch,57, Pam Golding Properties - Gauteng Projects,61,Apartment,0,None,9
808,Winchester Hills,113, Landstar Property Solutions,47,Apartment,0,None,9
809,Melrose Arch,57, Vered Estates,97,Apartment,0,None,9
810,Melrose Arch,57, Vered Estates,97,Apartment,0,None,9
811,Meredale,61, 2LetNow - JHB,2,Apartment,0,None,9
812,Maboneng,53, Chorus Letting,22,Apartment,0,None,9
813,Rosettenville,95, Landstar Property Solutions,47,Apartment,0,None,9
814,Liefde En Vrede,49, Landstar Property Solutions,47,Apartment,0,None,9
815,Dunkeld,27, Adrienne Hersch Properties,4,Apartment,0,None,9
816,Dunkeld,27, Engel & Volkers Hyde Park,30,Apartment,0,None,9
817,Dunkeld West,28, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
818,Craighall,22, Pam Golding Properties - Hyde Park Letting,62,Apartment,0,None,9
819,Aeroton,0, Landstar Property Solutions,47,Apartment,0,None,9
820,Auckland Park,4, National Letting - Johannesburg,55,Apartment,0,None,9
821,Maboneng,53, Chorus Letting,22,Apartment,0,None,9
822,Bruma,17, Trading Spaces Property Group,92,Apartment,0,None,9
823,Craighall Park,23, EA Properties,28,Apartment,0,None,9
824,Johannesburg Central,41, Johannesburg Housing Company,44,Townhouse,2,None,9
825,Maboneng,53, Chorus Letting,22,Apartment,0,None,9
826,Rosebank,94, The Property Collection,91,Apartment,0,None,9
